logs/test_extensive_sklearn.calibration.CalibratedClassifierCV_db2_code_gen.log:BENCH_STATUS ('CalibratedClassifierCV', 'DS_CODEGEN_50_7_0_1_2_3_27D91BF6', 'db2+ibm_db://db:db@localhost:50000/db', 'db2', None, ('CalibratedClassifierCV', ('db2', 'db2+ibm_db://db:db@localhost:50000/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mssql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_10_0_1_E5A13B06', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('SelectFromModel', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mssql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_26_0_1_2_3_A256CAF4', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('SelectFromModel', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mssql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_7_0_1_27D91BF6', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('SelectFromModel', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mssql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_26_0_1_A256CAF4', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('SelectFromModel', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mssql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_7_0_1_27D91BF6', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('SelectFromModel', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mysql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_10_0_1_2_3_E5A13B06', 'mysql://db:db@localhost/db', 'mysql', None, ('SelectFromModel', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mysql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_7_0_1_27D91BF6', 'mysql://db:db@localhost/db', 'mysql', None, ('SelectFromModel', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mysql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_26_0_1_A256CAF4', 'mysql://db:db@localhost/db', 'mysql', None, ('SelectFromModel', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mysql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_10_0_1_E5A13B06', 'mysql://db:db@localhost/db', 'mysql', None, ('SelectFromModel', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mysql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_7_0_1_27D91BF6', 'mysql://db:db@localhost/db', 'mysql', None, ('SelectFromModel', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mysql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_10_0_1_E5A13B06', 'mysql://db:db@localhost/db', 'mysql', None, ('SelectFromModel', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mysql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_26_0_1_2_3_A256CAF4', 'mysql://db:db@localhost/db', 'mysql', None, ('SelectFromModel', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mysql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_26_0_1_A256CAF4', 'mysql://db:db@localhost/db', 'mysql', None, ('SelectFromModel', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mysql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_7_0_1_2_3_27D91BF6', 'mysql://db:db@localhost/db', 'mysql', None, ('SelectFromModel', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mysql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_10_0_1_2_3_E5A13B06', 'mysql://db:db@localhost/db', 'mysql', None, ('SelectFromModel', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mysql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_26_0_1_2_3_A256CAF4', 'mysql://db:db@localhost/db', 'mysql', None, ('SelectFromModel', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_mysql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_7_0_1_2_3_27D91BF6', 'mysql://db:db@localhost/db', 'mysql', None, ('SelectFromModel', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_oracle_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_26_0_1_2_3_A256CAF4', 'oracle+cx_oracle://db:dba@xe', 'oracle', None, ('SelectFromModel', ('oracle', 'oracle+cx_oracle://db:dba@xe'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_oracle_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_26_0_1_A256CAF4', 'oracle+cx_oracle://db:dba@xe', 'oracle', None, ('SelectFromModel', ('oracle', 'oracle+cx_oracle://db:dba@xe'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_oracle_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_10_0_1_E5A13B06', 'oracle+cx_oracle://db:dba@xe', 'oracle', None, ('SelectFromModel', ('oracle', 'oracle+cx_oracle://db:dba@xe'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_oracle_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_26_0_1_A256CAF4', 'oracle+cx_oracle://db:dba@xe', 'oracle', None, ('SelectFromModel', ('oracle', 'oracle+cx_oracle://db:dba@xe'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_oracle_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_7_0_1_27D91BF6', 'oracle+cx_oracle://db:dba@xe', 'oracle', None, ('SelectFromModel', ('oracle', 'oracle+cx_oracle://db:dba@xe'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_oracle_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_7_0_1_2_3_27D91BF6', 'oracle+cx_oracle://db:dba@xe', 'oracle', None, ('SelectFromModel', ('oracle', 'oracle+cx_oracle://db:dba@xe'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_oracle_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_26_0_1_2_3_A256CAF4', 'oracle+cx_oracle://db:dba@xe', 'oracle', None, ('SelectFromModel', ('oracle', 'oracle+cx_oracle://db:dba@xe'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_oracle_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_10_0_1_E5A13B06', 'oracle+cx_oracle://db:dba@xe', 'oracle', None, ('SelectFromModel', ('oracle', 'oracle+cx_oracle://db:dba@xe'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_oracle_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_10_0_1_2_3_E5A13B06', 'oracle+cx_oracle://db:dba@xe', 'oracle', None, ('SelectFromModel', ('oracle', 'oracle+cx_oracle://db:dba@xe'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_oracle_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_7_0_1_2_3_27D91BF6', 'oracle+cx_oracle://db:dba@xe', 'oracle', None, ('SelectFromModel', ('oracle', 'oracle+cx_oracle://db:dba@xe'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_oracle_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_10_0_1_2_3_E5A13B06', 'oracle+cx_oracle://db:dba@xe', 'oracle', None, ('SelectFromModel', ('oracle', 'oracle+cx_oracle://db:dba@xe'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_oracle_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_7_0_1_27D91BF6', 'oracle+cx_oracle://db:dba@xe', 'oracle', None, ('SelectFromModel', ('oracle', 'oracle+cx_oracle://db:dba@xe'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_pgsql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_10_0_1_2_3_E5A13B06', 'postgresql://db:db@localhost/db?port=5432', 'pgsql', None, ('SelectFromModel', ('pgsql', 'postgresql://db:db@localhost/db?port=5432'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_pgsql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_7_0_1_27D91BF6', 'postgresql://db:db@localhost/db?port=5432', 'pgsql', None, ('SelectFromModel', ('pgsql', 'postgresql://db:db@localhost/db?port=5432'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_pgsql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_26_0_1_2_3_A256CAF4', 'postgresql://db:db@localhost/db?port=5432', 'pgsql', None, ('SelectFromModel', ('pgsql', 'postgresql://db:db@localhost/db?port=5432'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_pgsql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_26_0_1_2_3_A256CAF4', 'postgresql://db:db@localhost/db?port=5432', 'pgsql', None, ('SelectFromModel', ('pgsql', 'postgresql://db:db@localhost/db?port=5432'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_pgsql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_7_0_1_2_3_27D91BF6', 'postgresql://db:db@localhost/db?port=5432', 'pgsql', None, ('SelectFromModel', ('pgsql', 'postgresql://db:db@localhost/db?port=5432'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_pgsql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_26_0_1_A256CAF4', 'postgresql://db:db@localhost/db?port=5432', 'pgsql', None, ('SelectFromModel', ('pgsql', 'postgresql://db:db@localhost/db?port=5432'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_pgsql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_10_0_1_E5A13B06', 'postgresql://db:db@localhost/db?port=5432', 'pgsql', None, ('SelectFromModel', ('pgsql', 'postgresql://db:db@localhost/db?port=5432'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_pgsql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_10_0_1_2_3_E5A13B06', 'postgresql://db:db@localhost/db?port=5432', 'pgsql', None, ('SelectFromModel', ('pgsql', 'postgresql://db:db@localhost/db?port=5432'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_pgsql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_7_0_1_27D91BF6', 'postgresql://db:db@localhost/db?port=5432', 'pgsql', None, ('SelectFromModel', ('pgsql', 'postgresql://db:db@localhost/db?port=5432'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_pgsql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_26_0_1_A256CAF4', 'postgresql://db:db@localhost/db?port=5432', 'pgsql', None, ('SelectFromModel', ('pgsql', 'postgresql://db:db@localhost/db?port=5432'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_pgsql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_10_0_1_E5A13B06', 'postgresql://db:db@localhost/db?port=5432', 'pgsql', None, ('SelectFromModel', ('pgsql', 'postgresql://db:db@localhost/db?port=5432'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_pgsql_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_7_0_1_2_3_27D91BF6', 'postgresql://db:db@localhost/db?port=5432', 'pgsql', None, ('SelectFromModel', ('pgsql', 'postgresql://db:db@localhost/db?port=5432'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_sqltm_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_7_0_1_27D91BF6', 'sqlite://', 'sqltm', None, ('SelectFromModel', ('sqltm', 'sqlite://'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_sqltm_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_10_0_1_E5A13B06', 'sqlite://', 'sqltm', None, ('SelectFromModel', ('sqltm', 'sqlite://'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_sqltm_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_26_0_1_A256CAF4', 'sqlite://', 'sqltm', None, ('SelectFromModel', ('sqltm', 'sqlite://'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_sqltm_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_10_0_1_E5A13B06', 'sqlite://', 'sqltm', None, ('SelectFromModel', ('sqltm', 'sqlite://'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_sqltm_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_10_0_1_2_3_E5A13B06', 'sqlite://', 'sqltm', None, ('SelectFromModel', ('sqltm', 'sqlite://'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_sqltm_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_7_0_1_2_3_27D91BF6', 'sqlite://', 'sqltm', None, ('SelectFromModel', ('sqltm', 'sqlite://'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_sqltm_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_26_0_1_A256CAF4', 'sqlite://', 'sqltm', None, ('SelectFromModel', ('sqltm', 'sqlite://'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_sqltm_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_10_0_1_2_3_E5A13B06', 'sqlite://', 'sqltm', None, ('SelectFromModel', ('sqltm', 'sqlite://'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_sqltm_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_26_0_1_2_3_A256CAF4', 'sqlite://', 'sqltm', None, ('SelectFromModel', ('sqltm', 'sqlite://'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_sqltm_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_26_0_1_2_3_A256CAF4', 'sqlite://', 'sqltm', None, ('SelectFromModel', ('sqltm', 'sqlite://'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_sqltm_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_200_7_0_1_27D91BF6', 'sqlite://', 'sqltm', None, ('SelectFromModel', ('sqltm', 'sqlite://'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.from_model.SelectFromModel_sqltm_code_gen.log:BENCH_STATUS ('SelectFromModel', 'DS_CODEGEN_50_7_0_1_2_3_27D91BF6', 'sqlite://', 'sqltm', None, ('SelectFromModel', ('sqltm', 'sqlite://'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_db2_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_7_0_1_2_3_27D91BF6', 'db2+ibm_db://db:db@localhost:50000/db', 'db2', None, ('RFECV', ('db2', 'db2+ibm_db://db:db@localhost:50000/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_db2_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_200_26_0_1_A256CAF4', 'db2+ibm_db://db:db@localhost:50000/db', 'db2', None, ('RFECV', ('db2', 'db2+ibm_db://db:db@localhost:50000/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_db2_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_26_0_1_A256CAF4', 'db2+ibm_db://db:db@localhost:50000/db', 'db2', None, ('RFECV', ('db2', 'db2+ibm_db://db:db@localhost:50000/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_db2_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_200_7_0_1_2_3_27D91BF6', 'db2+ibm_db://db:db@localhost:50000/db', 'db2', None, ('RFECV', ('db2', 'db2+ibm_db://db:db@localhost:50000/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_db2_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_200_26_0_1_2_3_A256CAF4', 'db2+ibm_db://db:db@localhost:50000/db', 'db2', None, ('RFECV', ('db2', 'db2+ibm_db://db:db@localhost:50000/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_db2_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_10_0_1_E5A13B06', 'db2+ibm_db://db:db@localhost:50000/db', 'db2', None, ('RFECV', ('db2', 'db2+ibm_db://db:db@localhost:50000/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_db2_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_200_7_0_1_27D91BF6', 'db2+ibm_db://db:db@localhost:50000/db', 'db2', None, ('RFECV', ('db2', 'db2+ibm_db://db:db@localhost:50000/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_db2_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_200_10_0_1_E5A13B06', 'db2+ibm_db://db:db@localhost:50000/db', 'db2', None, ('RFECV', ('db2', 'db2+ibm_db://db:db@localhost:50000/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_db2_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_7_0_1_27D91BF6', 'db2+ibm_db://db:db@localhost:50000/db', 'db2', None, ('RFECV', ('db2', 'db2+ibm_db://db:db@localhost:50000/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_db2_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_26_0_1_2_3_A256CAF4', 'db2+ibm_db://db:db@localhost:50000/db', 'db2', None, ('RFECV', ('db2', 'db2+ibm_db://db:db@localhost:50000/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_db2_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_10_0_1_2_3_E5A13B06', 'db2+ibm_db://db:db@localhost:50000/db', 'db2', None, ('RFECV', ('db2', 'db2+ibm_db://db:db@localhost:50000/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_db2_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_200_10_0_1_2_3_E5A13B06', 'db2+ibm_db://db:db@localhost:50000/db', 'db2', None, ('RFECV', ('db2', 'db2+ibm_db://db:db@localhost:50000/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mssql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_10_0_1_2_3_E5A13B06', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('RFECV', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mssql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_200_7_0_1_2_3_27D91BF6', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('RFECV', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mssql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_200_26_0_1_A256CAF4', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('RFECV', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mssql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_200_10_0_1_2_3_E5A13B06', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('RFECV', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mssql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_7_0_1_2_3_27D91BF6', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('RFECV', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mssql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_26_0_1_2_3_A256CAF4', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('RFECV', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mssql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_200_10_0_1_E5A13B06', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('RFECV', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mssql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_26_0_1_A256CAF4', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('RFECV', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mssql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_10_0_1_E5A13B06', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('RFECV', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mssql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_200_26_0_1_2_3_A256CAF4', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('RFECV', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mssql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_200_7_0_1_27D91BF6', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('RFECV', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mssql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_7_0_1_27D91BF6', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180', 'mssql', None, ('RFECV', ('mssql', 'mssql+pymssql://sa:Micro123@SklearnTestDB/db?charset=utf8&timeout=180'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mysql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_7_0_1_2_3_27D91BF6', 'mysql://db:db@localhost/db', 'mysql', None, ('RFECV', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mysql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_26_0_1_A256CAF4', 'mysql://db:db@localhost/db', 'mysql', None, ('RFECV', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mysql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_50_26_0_1_2_3_A256CAF4', 'mysql://db:db@localhost/db', 'mysql', None, ('RFECV', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
logs/test_extensive_sklearn.feature_selection.rfe.RFECV_mysql_code_gen.log:BENCH_STATUS ('RFECV', 'DS_CODEGEN_200_10_0_1_E5A13B06', 'mysql://db:db@localhost/db', 'mysql', None, ('RFECV', ('mysql', 'mysql://db:db@localhost/db'), None, 'success', None))
